Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,Coordinates,URL,Contact person,Address,Email,Phone number
Blm Mzimba,eRFNJ66WIWi,,9KG535078SA,Blm Mzimba,,,,,,,,,,,
Edingeni Rural Hospital,gWTmNAQxkV8,,9KG535078SA,Edingeni Rural Hospital,,,,,,,,,,,
Kalikumbi Health Centre,ZROS5WSviIN,,9KG535078SA,Kalikumbi Health Centre,,,,,,,,,,,
Kamteteka Health Centre,QM6V7PDrfLM,,9KG535078SA,Kamteteka Health Centre,,,,,,,,,,,
Manyamula Health Centre,nDmSqHjGoHc,,9KG535078SA,Manyamula Health Centre,,,,,,,,,,,
Mhalaunda Health Centre,inDCxEh9onL,,9KG535078SA,Mhalaunda Health Centre,,,,,,,,,,,
Mzimba District Hospital,H58PMzo9Xii,,9KG535078SA,Mzimba District Hospital,,,,,,,,,,,
Kalemba Health Centre,OyDhmxtA7nb,,AZCVH4P9OFL,Kalemba Health Centre,,,,,,,,,,,
Phokera Health Centre,t0NplMFqDph,,AZCVH4P9OFL,Phokera Health Centre,,,,,,,,,,,
Sorgin Health Centre,tWHl2Y9tGSe,,AZCVH4P9OFL,Sorgin Health Centre,,,,,,,,,,,
Tikondane Private Clinic,Kash20S32hR,,AZCVH4P9OFL,Tikondane Private Clinic,,,,,,,,,,,
Nasawa Health Centre,RicJ2qmCw3g,,YO3X3149CU6,Nasawa Health Centre,,,,,,,,,,,
Bula Health Centre,H8jU8sCWscO,,97680AEH1G6,Bula Health Centre,,,,,,,,,,,
Milepa Health Centre,MH3qGNRGA9d,,3S57FC10A3E,Milepa Health Centre,,,,,,,,,,,
Namanja Health Centre,XG7w56VzqMn,,NNU5E62KJS5,Namanja Health Centre,,,,,,,,,,,
Nayuchi Health Centre,fwctySB9ovz,,NNU5E62KJS5,Nayuchi Health Centre,,,,,,,,,,,
Mikundi Health Centre,rAdbHKHrveg,,FD1O1P3YW7P,Mikundi Health Centre,,,,,,,,,,,
Chimwamkango Dispensary,ZOUGIF58iaF,,KO3862ZXT3K,Chimwamkango Dispensary,,,,,,,,,,,
Fanuel Dispensary,faV6jPVs9bj,,KO3862ZXT3K,Fanuel Dispensary,,,,,,,,,,,
Kaigwazanga Health Centre,fELrRZgvyHN,,KO3862ZXT3K,Kaigwazanga Health Centre,,,,,,,,,,,
Mkanda Health Centre,FexDaTn0HFG,,KO3862ZXT3K,Mkanda Health Centre,,,,,,,,,,,
Mpasa Health Centre,Kxv4oNJw7DU,,18G6S1PSYFA,Mpasa Health Centre,,,,,,,,,,,
Phalombe Health Centre,zDFhyylZv3c,,18G6S1PSYFA,Phalombe Health Centre,,,,,,,,,,,
Phalombe Mission Holy Family Hospital,m03CECb09qZ,,18G6S1PSYFA,Phalombe Mission Holy Family Hospital,,,,,,,,,,,
Waruma Health Post,uBmhSlPGXCC,,18G6S1PSYFA,Waruma Health Post,,,,,,,,,,,
Khondowe Health Centre,OxWyNMOFrbv,,QKOB69QJA6M,Khondowe Health Centre,,,,,,,,,,,
Mpiri Health Centre,rl3pWoEjBn3,,9EP37182WKG,Mpiri Health Centre,,,,,,,,,,,
Chankhungu Health Centre,cZkBc7Ri1HF,,3Z85518YBP6,Chankhungu Health Centre,,,,,,,,,,,
Dzaleka Refugee Camp Health Centre,b1RogeavIPD,,3Z85518YBP6,Dzaleka Refugee Camp Health Centre,,,,,,,,,,,
Mtengowanthenga Dream Project,HkbvKBQFM6B,,3Z85518YBP6,Mtengowanthenga Dream Project,,,,,,,,,,,
Mtengowanthenga Hospital,s79dCXbcoCA,,3Z85518YBP6,Mtengowanthenga Hospital,,,,,,,,,,,
Blm Nkhatabay,QsSrtfLO11f,,577D8F6FFJ0,Blm Nkhatabay,,,,,,,,,,,
Nkhata Bay District Hospital,Cr4BIZYc1Ks,,577D8F6FFJ0,Nkhata Bay District Hospital,,,,,,,,,,,
Nkhatabay Private Clinic,UhakMoxPLoa,,577D8F6FFJ0,Nkhatabay Private Clinic,,,,,,,,,,,
Chisi Health Centre,rtb22Ro8Gez,,577D8F6FFJ0,Chisi Health Centre,,,,,,,,,,,
St Peters (Likoma) Rural Hospital,CsyzgID0Nif,,WU46TM2X122,St Peters (Likoma) Rural Hospital,,,,,,,,,,,
St Peters Hospital,rLCi8itMAng,,WU46TM2X122,St Peters Hospital,,,,,,,,,,,
Chifunga Health Centre,pciHYsH4glX,,H0254LU1610,Chifunga Health Centre,,,,,,,,,,,
Ligowe Dispensary,gA0WGnhCnYt,,H0254LU1610,Ligowe Dispensary,,,,,,,,,,,
Magareta Health Centre,NFqFeBSH2Re,,H0254LU1610,Magareta Health Centre,,,,,,,,,,,
Makhanga Health Centre,TRDY52stPkd,,YIH8I7165EW,Makhanga Health Centre,,,,,,,,,,,
Masenjere Health Centre,hj7sZWYuxTM,,YIH8I7165EW,Masenjere Health Centre,,,,,,,,,,,
Mchacha Dispensary,dttzdNvXHa5,,YIH8I7165EW,Mchacha Dispensary,,,,,,,,,,,
Mlolo Dispensary,SlyRIl4cwOF,,YIH8I7165EW,Mlolo Dispensary,,,,,,,,,,,
Sankhulani Health Centre,xhQxgh1GSkX,,YIH8I7165EW,Sankhulani Health Centre,,,,,,,,,,,
Trinity - Fatima Hospital,iRQXiwCxsE8,,YIH8I7165EW,Trinity - Fatima Hospital,,,,,,,,,,,
Mlomba Health Centre,OUiAuB0Uc7D,,9WQY8GJU1HM,Mlomba Health Centre,,,,,,,,,,,
Tembwe Health Centre,tfkK9FkHh3n,,284Y5HOPG02,Tembwe Health Centre,,,,,,,,,,,
Changalume Barracks Clinic(Muluzi),lOis6dAt7D0,,FZY688IVS8Q,Changalume Barracks Clinic(Muluzi),,,,,,,,,,,
Chilipa Health Centre (Zomba),biJPVK5IRJn,,FZY688IVS8Q,Chilipa Health Centre (Zomba),,,,,,,,,,,
Chingale Health Centre,o0hXXoxJnMI,,FZY688IVS8Q,Chingale Health Centre,,,,,,,,,,,
Chipini Health Centre,imXmafCgb5n,,FZY688IVS8Q,Chipini Health Centre,,,,,,,,,,,
Cobbe Barracks Hospital,rzzi29nBvbs,,FZY688IVS8Q,Cobbe Barracks Hospital,,,,,,,,,,,
M'mambo Heaith Centre,PFhr83vxGgZ,,FZY688IVS8Q,M'mambo Heaith Centre,,,,,,,,,,,
Maera Health Centre,gSVQoPw8dRz,,FZY688IVS8Q,Maera Health Centre,,,,,,,,,,,
Mwandama Health Centre,jyoWzEvm0XC,,FZY688IVS8Q,Mwandama Health Centre,,,,,,,,,,,
Namadidi Dispensary,bHXisKRaXOR,,FZY688IVS8Q,Namadidi Dispensary,,,,,,,,,,,
Nkasala Health Centre,TOHfssdeOr9,,FZY688IVS8Q,Nkasala Health Centre,,,,,,,,,,,
State House Dispensary,CKRqkhgVqwJ,,FZY688IVS8Q,State House Dispensary,,,,,,,,,,,
Zilindo Health Centre,P3bvgqs7mIQ,,FZY688IVS8Q,Zilindo Health Centre,,,,,,,,,,,
Zomba Central Prison Clinic,A8FCrw9vdEI,,FZY688IVS8Q,Zomba Central Prison Clinic,,,,,,,,,,,
Akasale Pvt Clinic,qNuRHXJ2P3m,,5O9358Q507C,Akasale Pvt Clinic,,,,,,,,,,,
Bilal Dispensary,KxcbdpaFBia,,5O9358Q507C,Bilal Dispensary,,,,,,,,,,,
Chiradzulu District Hospital,lsrGqZfICKm,,5O9358Q507C,Chiradzulu District Hospital,,,,,,,,,,,
Mbulumbudzi Health Centre,SrQ8y7MhCE6,,5O9358Q507C,Mbulumbudzi Health Centre,,,,,,,,,,,
Mbulumbudzi Maternity,ERVjuHPNT3l,,5O9358Q507C,Mbulumbudzi Maternity,,,,,,,,,,,
Doviko Dispensary,kG4jZtoHH8f,,UXB0CFKYJ89,Doviko Dispensary,,,,,,,,,,,
Dzonzi-Mvai Health Centre,fH7hgQtTEvy,,UXB0CFKYJ89,Dzonzi-Mvai Health Centre,,,,,,,,,,,
Katsekera Health Centre,Mby0tOuLfvm,,UXB0CFKYJ89,Katsekera Health Centre,,,,,,,,,,,
Matanda Health Centre,iVOnl6X10Ym,,UXB0CFKYJ89,Matanda Health Centre,,,,,,,,,,,
Nzama Health Centre,xiPaD8Vsm7n,,UXB0CFKYJ89,Nzama Health Centre,,,,,,,,,,,
Tsangano Health Centre,rLjop5TPyxt,,UXB0CFKYJ89,Tsangano Health Centre,,,,,,,,,,,
Kabwafu Health Centre,sZJvRZgWusR,,026SAUZ6866,Kabwafu Health Centre,,,,,,,,,,,
Mpherembe Health Centre,XazLGbIHFsc,,026SAUZ6866,Mpherembe Health Centre,,,,,,,,,,,
Malidadi Health Centre,BvmZAEbFgHw,,026SAUZ6866,Malidadi Health Centre,,,,,,,,,,,
Manolo Health Center,YpAyWUsXP6l,,026SAUZ6866,Manolo Health Center,,,,,,,,,,,
Thunduwike Health Centre,O6DhPzoQAUm,,026SAUZ6866,Thunduwike Health Centre,,,,,,,,,,,
Bua Health Center (Nkhotakota),BQ3aLnP32uB,,WCQF0248J8V,Bua Health Center (Nkhotakota),,,,,,,,,,,
Didi Health Center,AJu1RgcA1JG,,I11UBM2IE26,Didi Health Center,,,,,,,,,,,
Didi Health Centre,AkP3EOq0hGk,,I11UBM2IE26,Didi Health Centre,,,,,,,,,,,
Satemwa Clinic,S0KCNuAkdMR,,I11UBM2IE26,Satemwa Clinic,,,,,,,,,,,
Aa-salam Clinic,e1iVoquOKVT,,S268C44Y558,Aa-salam Clinic,,,,,,,,,,,
Katema Health Centre,gNaXoVYpN1v,,S268C44Y558,Katema Health Centre,,,,,,,,,,,
Koche Health Centre,O65d1uI6NGP,,S268C44Y558,Koche Health Centre,,,,,,,,,,,
Mangochi District Hospital,vGbcjNT1TSJ,,S268C44Y558,Mangochi District Hospital,,,,,,,,,,,
Mpondasi Health Centre,AUDheLXTT2U,,S268C44Y558,Mpondasi Health Centre,,,,,,,,,,,
Mponela Rural Hospital,ueVjB10KIyz,,P0Q26L7HIU6,Mponela Rural Hospital,,,,,,,,,,,
Mposa Health Centre,tLsbScHkeRF,,567A1L637NR,Mposa Health Centre,,,,,,,,,,,
Namitambo Health Centre,TArV024FtcH,,14ZAJ5BG7Q8,Namitambo Health Centre,,,,,,,,,,,
Dowa District Hospital,F4aQvPL4c5a,,B5G4ZK63TZ8,Dowa District Hospital,,,,,,,,,,,
Matekenya Health Centre,jeNQSrVSj0c,,B5G4ZK63TZ8,Matekenya Health Centre,,,,,,,,,,,
Msakambewa Health Centre,jgFPtgYE3C8,,B5G4ZK63TZ8,Msakambewa Health Centre,,,,,,,,,,,
Mwangala Health Centre,ZctUHvWm292,,B5G4ZK63TZ8,Mwangala Health Centre,,,,,,,,,,,
Banja La Mtsogolo Mzuzu,Sb8xVmXyL5p,,ZE9OLEH2BO8,Banja La Mtsogolo Mzuzu,,,,,,,,,,,
Ekwaiweni Health Centre,AlGl0pjBwFS,,ZE9OLEH2BO8,Ekwaiweni Health Centre,,,,,,,,,,,
Ekwendeni Mission Hospital,jcv5nI6bzTq,,ZE9OLEH2BO8,Ekwendeni Mission Hospital,,,,,,,,,,,
Emsizini Health Centre,HFKrnnX40ZR,,ZE9OLEH2BO8,Emsizini Health Centre,,,,,,,,,,,
Engucwini Health Centre,Tt5yMX4YCYJ,,ZE9OLEH2BO8,Engucwini Health Centre,,,,,,,,,,,
Enukweni Health Centre,nmptn9bUYXv,,ZE9OLEH2BO8,Enukweni Health Centre,,,,,,,,,,,
Care Medical Clinic,m3l82LkwIyc,,ZE9OLEH2BO8,Care Medical Clinic,,,,,,,,,,,
Choma Health Centre,cIJ6LCvgpw0,,ZE9OLEH2BO8,Choma Health Centre,,,,,,,,,,,
Dr Msachi's Clinic,O7D48utczxD,,ZE9OLEH2BO8,Dr Msachi's Clinic,,,,,,,,,,,
Enukweni Mission Health Centre,OvpduRMmYdH,,ZE9OLEH2BO8,Enukweni Mission Health Centre,,,,,,,,,,,
Escom Clinic Mzuzu,xmlMKVGErR7,,ZE9OLEH2BO8,Escom Clinic Mzuzu,,,,,,,,,,,
Fpam Clinic Mzuzu,OfoleksJLJl,,ZE9OLEH2BO8,Fpam Clinic Mzuzu,,,,,,,,,,,
Kafukule Health Centre,U0T5lPrgVEY,,ZE9OLEH2BO8,Kafukule Health Centre,,,,,,,,,,,
Kamwe Health Centre,ncumVqRrCMN,,ZE9OLEH2BO8,Kamwe Health Centre,,,,,,,,,,,
Kaweche Health Centre,BRvHol84T4Q,,ZE9OLEH2BO8,Kaweche Health Centre,,,,,,,,,,,
Khuyukuyu Health Centre,q0KYGiBsenN,,ZE9OLEH2BO8,Khuyukuyu Health Centre,,,,,,,,,,,
Luvwere Dispensary,qY3GH22ifOb,,ZE9OLEH2BO8,Luvwere Dispensary,,,,,,,,,,,
Macro Mzuzu,n6SrNst4ONq,,ZE9OLEH2BO8,Macro Mzuzu,,,,,,,,,,,
Masm Medi Clinic Katoto,CwXx44tbXVF,,ZE9OLEH2BO8,Masm Medi Clinic Katoto,,,,,,,,,,,
Moyale Barracks Health Centre,S9XMFfakFVw,,ZE9OLEH2BO8,Moyale Barracks Health Centre,,,,,,,,,,,
Mtwalo Health Centre,JeL4xvlOwsv,,ZE9OLEH2BO8,Mtwalo Health Centre,,,,,,,,,,,
Mumbwe Medical Centre,atRsAeYj8bo,,ZE9OLEH2BO8,Mumbwe Medical Centre,,,,,,,,,,,
Mzuzu Central Prison,eywf2mgdPPI,,ZE9OLEH2BO8,Mzuzu Central Prison,,,,,,,,,,,
Mzuzu Police Dispensary,sJQF7WPP2Ck,,ZE9OLEH2BO8,Mzuzu Police Dispensary,,,,,,,,,,,
Mzuzu University Clinic,rHtjCrmXd7e,,ZE9OLEH2BO8,Mzuzu University Clinic,,,,,,,,,,,
Mzuzu Urban Health Centre,cQ41y2ym2RV,,ZE9OLEH2BO8,Mzuzu Urban Health Centre,,,,,,,,,,,
Njuyu Health Centre,CZXbHCpGcTW,,ZE9OLEH2BO8,Njuyu Health Centre,,,,,,,,,,,
Nkhorongo Health Centre,dz2aFcg1wHo,,ZE9OLEH2BO8,Nkhorongo Health Centre,,,,,,,,,,,
St Johns Mission Hospital,DJ8gHyjgiVL,,ZE9OLEH2BO8,St Johns Mission Hospital,,,,,,,,,,,
St Johns of God Mental Hospital,Q9p5l8Liv8c,,ZE9OLEH2BO8,St Johns of God Mental Hospital,,,,,,,,,,,
Wezi Medical Centre,yr54vCUBTIZ,,ZE9OLEH2BO8,Wezi Medical Centre,,,,,,,,,,,
Zolozolo Health Centre,B9FD1zCgB3t,,ZE9OLEH2BO8,Zolozolo Health Centre,,,,,,,,,,,
Chitipa District Hospital,qzGX4XdWufs,,P2246S0CD4H,Chitipa District Hospital,,,,,,,,,,,
Ifumbo Health Centre,LLnCuwo5RNG,,P2246S0CD4H,Ifumbo Health Centre,,,,,,,,,,,
Kapenda Health Centre,NItIjAcYO8y,,P2246S0CD4H,Kapenda Health Centre,,,,,,,,,,,
Kaseye Mission Hospital,mTqGek9GBbM,,P2246S0CD4H,Kaseye Mission Hospital,,,,,,,,,,,
Alinafe Community Hospital,Y46sxDDIkfz,,WDA93HWD34S,Alinafe Community Hospital,,,,,,,,,,,
Benga Health Centre,n6UZ8o9yo6L,,WDA93HWD34S,Benga Health Centre,,,,,,,,,,,
Kapiri Health Centre (Nkhotakota),sQnNX5Nbvu7,,WDA93HWD34S,Kapiri Health Centre (Nkhotakota),,,,,,,,,,,
Mtosa Health Centre,tlqs0jOTw9o,,WDA93HWD34S,Mtosa Health Centre,,,,,,,,,,,
Mhuju Rural Hospital,QrpvZldV7rA,,31VV7L2UUL8,Mhuju Rural Hospital,,,,,,,,,,,
Chitimba Health Centre,rdHVTY312fc,,818VE966523,Chitimba Health Centre,,,,,,,,,,,
David Gordon Memorial Hospital (Livingstonia Mission Hospital),FoWBNiRRWnB,,818VE966523,David Gordon Memorial Hospital (Livingstonia Mission Hospital),,,,,,,,,,,
Luwuchi Health Centre,Ie6bXE64qOA,,818VE966523,Luwuchi Health Centre,,,,,,,,,,,
Airwing Clinic (Zomba),FLu5HmxHlNM,,B085QPAH5FO,Airwing Clinic (Zomba),,,,,,,,,,,
Chamba Health Centre (Zomba),T9SOI57r1OF,,B085QPAH5FO,Chamba Health Centre (Zomba),,,,,,,,,,,
Chancellor College Clinic,xt7sSjNqHjP,,B085QPAH5FO,Chancellor College Clinic,,,,,,,,,,,
Likangala Health Centre,LBeMMNRQSoU,,B085QPAH5FO,Likangala Health Centre,,,,,,,,,,,
Makwapala Health Centre,ctDR10R37Rw,,B085QPAH5FO,Makwapala Health Centre,,,,,,,,,,,
Matawale Urban Health Centre,yREVcFcXe3h,,B085QPAH5FO,Matawale Urban Health Centre,,,,,,,,,,,
Matiya Health Centre,omQ3TWOHcDR,,B085QPAH5FO,Matiya Health Centre,,,,,,,,,,,
Mikuyu Adult Clinic,yuC98hzOJTH,,B085QPAH5FO,Mikuyu Adult Clinic,,,,,,,,,,,
Mikuyu Young Clinic,TCQVqqZMDUA,,B085QPAH5FO,Mikuyu Young Clinic,,,,,,,,,,,
Pirimiti Health Centre,X3O5uAX04Z9,,B085QPAH5FO,Pirimiti Health Centre,,,,,,,,,,,
Mlowe Health Centre,GSQ5TnX3yuJ,,Z08P38S4E5W,Mlowe Health Centre,,,,,,,,,,,
Mphopha Health Centre,hS2sYnTQbU3,,GE2N62L45P4,Mphopha Health Centre,,,,,,,,,,,
Mzokoto Health Centre,bYR9HESsWKd,,GE2N62L45P4,Mzokoto Health Centre,,,,,,,,,,,
Nthenje Health Centre,mEYFrYZrHrN,,GE2N62L45P4,Nthenje Health Centre,,,,,,,,,,,
Mwansambo Health Centre,Rf1rrKDqc9l,,7I82MY0ICGI,Mwansambo Health Centre,,,,,,,,,,,
Kasungu District Hospital,wNoaGHOI6Zl,,9T1969D5N4R,Kasungu District Hospital,,,,,,,,,,,
Chisansu Health Centre,u57H3XRjoRa,,H39I7C0B456,Chisansu Health Centre,,,,,,,,,,,
Misuku Health Centre,XnBB0NztocS,,H39I7C0B456,Misuku Health Centre,,,,,,,,,,,
Msumbe Health Centre,hLuqNN1enth,,H39I7C0B456,Msumbe Health Centre,,,,,,,,,,,
Chambo Health Centre,h9csPxuoZUo,,E0J0DHOF99C,Chambo Health Centre,,,,,,,,,,,
Wenya Health Centre,M7TlHaVIPLz,,E0J0DHOF99C,Wenya Health Centre,,,,,,,,,,,
Mlare Dispensary,o9B8rTitcGn,,JUIP78U36Z1,Mlare Dispensary,,,,,,,,,,,
Nyungwe Health Centre,xr2MuALneJH,,JUIP78U36Z1,Nyungwe Health Centre,,,,,,,,,,,
Ehehleni Dispensary,RdbkvuyiIKf,,3FCVKCYB65Y,Ehehleni Dispensary,,,,,,,,,,,
Hoho Health Centre,ypiAvIrP9U6,,3FCVKCYB65Y,Hoho Health Centre,,,,,,,,,,,
Jenda Health Centre,Mf6Xg1PJ7hC,,3FCVKCYB65Y,Jenda Health Centre,,,,,,,,,,,
Luwawa Health Centre,qRO40W7cmWx,,3FCVKCYB65Y,Luwawa Health Centre,,,,,,,,,,,
Embangweni Hospital,ySElKKfe6yc,,MW3CF0126OB,Embangweni Hospital,,,,,,,,,,,
Mabili Health Centre,vv5AP3nMhAz,,MW3CF0126OB,Mabili Health Centre,,,,,,,,,,,
Vibangalala Dispensary,BtjLFnqUPEj,,MW3CF0126OB,Vibangalala Dispensary,,,,,,,,,,,
Kadango Dispensary,IRP5VaILlSr,,5E4XW7L803X,Kadango Dispensary,,,,,,,,,,,
Lungwena Health Centre,VdDtiG3fZ9A,,5E4XW7L803X,Lungwena Health Centre,,,,,,,,,,,
Namalaka Health Centre,JRwvE3EiDuo,,5E4XW7L803X,Namalaka Health Centre,,,,,,,,,,,
Nambazo Health Centre,AyarnjnokWg,,9W0C868U736,Nambazo Health Centre,,,,,,,,,,,
Chiringa Health Centre,pmteRCqzbeC,,9W0C868U736,Chiringa Health Centre,,,,,,,,,,,
Chiringa Maternity,sqMFC2sNuGZ,,9W0C868U736,Chiringa Maternity,,,,,,,,,,,
Gogo Nazombe health centre,cTMzhKP8OCf,,9W0C868U736,Gogo Nazombe health centre,,,,,,,,,,,
Nambiti II Health Centre,FIHIYv39yqU,,9W0C868U736,Nambiti II Health Centre,,,,,,,,,,,
Billy Riordan Memorial Health Clinic,qQOkofJwpxB,,0ELGFWJ4HSW,Billy Riordan Memorial Health Clinic,,,,,,,,,,,
Chilonga Health Centre,Px30WvhGQQf,,0ELGFWJ4HSW,Chilonga Health Centre,,,,,,,,,,,
Malawi Army Marine Camp Hospital,Q7j0Yk4fDmo,,0ELGFWJ4HSW,Malawi Army Marine Camp Hospital,,,,,,,,,,,
Malembo Health Centre,UKbySUaELNM,,0ELGFWJ4HSW,Malembo Health Centre,,,,,,,,,,,
Monkey-Bay Community Hospital,rJjuBGDDPrG,,0ELGFWJ4HSW,Monkey-Bay Community Hospital,,,,,,,,,,,
Nankhwali Health Centre,oS0WaJ5v6t4,,0ELGFWJ4HSW,Nankhwali Health Centre,,,,,,,,,,,
Nankumba Health Centre,cnUCvDXttIv,,0ELGFWJ4HSW,Nankumba Health Centre,,,,,,,,,,,
Nkope Health Centre,jrlOSjcDYGN,,0ELGFWJ4HSW,Nkope Health Centre,,,,,,,,,,,
Mchima Clinic,HC3bsEmqOGP,,S1A3T0T0FSW,Mchima Clinic,,,,,,,,,,,
Thyolo District Hospital,Obpw5vLlCtg,,S1A3T0T0FSW,Thyolo District Hospital,,,,,,,,,,,
Kamforzi Dispensary,uh5ltc6TZm9,,S1A3T0T0FSW,Kamforzi Dispensary,,,,,,,,,,,
Lulwe Health Centre,ftIjkXg1oCr,,8T1R3384D95,Lulwe Health Centre,,,,,,,,,,,
Ndamera Health Centre,pSYB6OucIkn,,8T1R3384D95,Ndamera Health Centre,,,,,,,,,,,
Nkhande Dispensary,cGvhk2ChRaA,,8T1R3384D95,Nkhande Dispensary,,,,,,,,,,,
Mbenje Health Centre,GMxiZxppgwD,,7026R5MDU52,Mbenje Health Centre,,,,,,,,,,,
Ngokwe Health Centre,UltcvVpNf8r,,S2E37Y27ZB3,Ngokwe Health Centre,,,,,,,,,,,
Ngwelero Health Centre,grLzTEcg70S,,7989GTID6CI,Ngwelero Health Centre,,,,,,,,,,,
African Bible College Health Centre,zYfP0gkHRJH,,PT9695002MB,African Bible College Health Centre,,,,,,,,,,,
Airwing Clinic,V7m6S5TIpqf,,PT9695002MB,Airwing Clinic,,,,,,,,,,,
Chitedze Health Centre,Xc3odqjv7h0,,PT9695002MB,Chitedze Health Centre,,,,,,,,,,,
Maula Prison Health Centre Static Art,sPwxCzvUtia,,PT9695002MB,Maula Prison Health Centre Static Art,,,,,,,,,,,
Maziko Private Clinic,zR84MQKJlj4,,PT9695002MB,Maziko Private Clinic,,,,,,,,,,,
Mbabvi Health Centre,rwyqKbu6sVj,,PT9695002MB,Mbabvi Health Centre,,,,,,,,,,,
NRC,rIFUCMVM6i2,,PT9695002MB,NRC,,,,,,,,,,,
Ssh Clinic,u9OaAjL9cih,,PT9695002MB,Ssh Clinic,,,,,,,,,,,
St. Kizito Dispensary,ZEdyB0IvOj3,,PT9695002MB,St. Kizito Dispensary,,,,,,,,,,,
Tachira Private Clinic,PEHVxojxzOF,,PT9695002MB,Tachira Private Clinic,,,,,,,,,,,
The Clinic,oF4LyJn1q4E,,PT9695002MB,The Clinic,,,,,,,,,,,
Tcharo Health Centre,BU7rorTM59N,,4S4A0YQ40SS,Tcharo Health Centre,,,,,,,,,,,
Biriwiri Health Centre,K9CYAs4mo5E,,DHZPEB6697G,Biriwiri Health Centre,,,,,,,,,,,
Gowa Health Centre,LDtggHdyRks,,DHZPEB6697G,Gowa Health Centre,,,,,,,,,,,
Kampanje Maternity,AzbGHKq4K1A,,DHZPEB6697G,Kampanje Maternity,,,,,,,,,,,
Lakeview Health Centre,s0oVNR4X97p,,DHZPEB6697G,Lakeview Health Centre,,,,,,,,,,,
Mlangeni Health Centre,ONmU8CWhzv9,,DHZPEB6697G,Mlangeni Health Centre,,,,,,,,,,,
Mlangeni Police Health Centre,ObGhlP39lGg,,DHZPEB6697G,Mlangeni Police Health Centre,,,,,,,,,,,
Mphepozinai Dispensary,D2lOPiKippv,,DHZPEB6697G,Mphepozinai Dispensary,,,,,,,,,,,
Muluma Dispensary,jHjfJQsvt47,,DHZPEB6697G,Muluma Dispensary,,,,,,,,,,,
Chimwawa Health C,IeJAi0sDcso,,E247EJ12L48,Chimwawa Health C,,,,,,,,,,,
Nkalo Health Centre,Phu68UfvSy0,,E247EJ12L48,Nkalo Health Centre,,,,,,,,,,,
Chambe Health Centre,Ln1grpEjzuK,,4U9J5V83J9G,Chambe Health Centre,,,,,,,,,,,
Kambenje Health Centre,UzxhcPn4QZG,,4U9J5V83J9G,Kambenje Health Centre,,,,,,,,,,,
Mulomba Health Centre,ijqBzVGbncx,,4U9J5V83J9G,Mulomba Health Centre,,,,,,,,,,,
Phimbi Health Centre,OmkxKPS11ej,,PZ5Z373376O,Phimbi Health Centre,,,,,,,,,,,
Utale 1 Health Centre,uKJ1hfxCykV,,PZ5Z373376O,Utale 1 Health Centre,,,,,,,,,,,
Utale 2 Health Centre,cPO0zV087kQ,,PZ5Z373376O,Utale 2 Health Centre,,,,,,,,,,,
Mulungu Alinafe Health Centre,YpOsxnyWD67,,IIWG03M2282,Mulungu Alinafe Health Centre,,,,,,,,,,,
Nkhulambe Health Centre,IFWkUcZya9D,,IIWG03M2282,Nkhulambe Health Centre,,,,,,,,,,,
River of Life Clinic,WU9qmsrke3o,,IIWG03M2282,River of Life Clinic,,,,,,,,,,,
Sukasanje Health Centre,pix1qzSosTb,,IIWG03M2282,Sukasanje Health Centre,,,,,,,,,,,
Gawanani Health Centre,GEb1hObhM4q,,W666A4092XM,Gawanani Health Centre,,,,,,,,,,,
Machinga Health Centre,cYYZv88xBL6,,W666A4092XM,Machinga Health Centre,,,,,,,,,,,
Chipho Health Centre,xJQqTtpdsHP,,4SIZMQ0OMYE,Chipho Health Centre,,,,,,,,,,,
Gombe Health Center,fCCBqUju3Q4,,4SIZMQ0OMYE,Gombe Health Center,,,,,,,,,,,
Mapanga Health Center,XrE6S137IUq,,4SIZMQ0OMYE,Mapanga Health Center,,,,,,,,,,,
Mbalanguzi Dispensary,gRtggG07luV,,4SIZMQ0OMYE,Mbalanguzi Dispensary,,,,,,,,,,,
Nkhataombere Maternity,cW0qFAm1C3P,,4SIZMQ0OMYE,Nkhataombere Maternity,,,,,,,,,,,
Nsabwe Dispensary,zUquZgXa6Rm,,4SIZMQ0OMYE,Nsabwe Dispensary,,,,,,,,,,,
Thekerani Rural Hospital,INxuyEdPFCm,,4SIZMQ0OMYE,Thekerani Rural Hospital,,,,,,,,,,,
Balaka District Hospital,R96XZz9y9Ji,,ZLT4525EM4Z,Balaka District Hospital,,,,,,,,,,,
Balaka Dream Clinic,aMWj5wusSxW,,ZLT4525EM4Z,Balaka Dream Clinic,,,,,,,,,,,
Balaka OPD Health Centre,XysHbVxy3XW,,ZLT4525EM4Z,Balaka OPD Health Centre,,,,,,,,,,,
Comfort Health Centre,JaTdpYBBV5m,,ZLT4525EM4Z,Comfort Health Centre,,,,,,,,,,,
Dziwe Health Centre,axZoBBHwZo2,,ZLT4525EM4Z,Dziwe Health Centre,,,,,,,,,,,
Kwitanda Health Centre,Z8EORvXbL8x,,ZLT4525EM4Z,Kwitanda Health Centre,,,,,,,,,,,
Nsanama Health Centre,DLSIRdTyKv3,,YWGRM13E4C4,Nsanama Health Centre,,,,,,,,,,,
Nthalire Health Centre,I6ZujG9AVcl,,ENPU0Z85HW9,Nthalire Health Centre,,,,,,,,,,,
